Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
"3D660C","815E",-58,-67,152,-11,0,99,33.90,28.76
"3D660C","815E",-54,-65,164,-10,0,99,33.87,29.23
"3D660C","815E",-56,-65,167,-10,0,99,33.73,29.28
"3D660C","815E",-54,-65,172,-10,0,99,33.63,29.31
"3D660C","815E",-56,-65,164,-10,0,99,33.25,29.74
"3D660C","815E",-58,-66,162,-10,0,99,33.04,29.61
"3D660C","815E",-56,-66,164,-11,0,99,32.85,29.94
"3D660C","815E",-53,-67,164,-11,0,99,32.67,30.15
"3D660C","815E",-53,-65,172,-10,0,99,32.52,30.37
"3D660C","815E",-53,-65,172,-10,0,99,32.23,30.54
"3D660C","815E",-55,-65,167,-10,0,99,32.11,30.73
"3D660C","815E",-53,-64,164,-11,0,99,31.91,30.66
"3D660C","815E",-53,-64,167,-11,0,99,31.84,30.74
"3D660C","815E",-51,-63,167,-11,0,99,31.72,30.78
"3D660C","815E",-51,-63,172,-11,0,99,31.66,31.01
"3D660C","815E",-51,-63,172,-11,0,99,31.53,31.08
"3D660C","815E",-51,-62,167,-11,0,99,31.45,31.27
"3D660C","815E",-51,-62,167,-11,0,99,31.29,31.48
"3D660C","815E",-51,-62,167,-11,0,99,31.19,31.73
"3D660C","815E",-51,-62,162,-11,0,99,31.19,31.80
"3D660C","815E",-51,-62,159,-11,0,99,31.14,31.84
"3D660C","815E",-51,-62,157,-10,0,99,31.14,31.93
"3D660C","815E",-51,-62,154,-10,0,99,31.10,31.90
"3D660C","815E",-51,-62,157,-10,0,99,30.99,31.87
"3D660C","815E",-51,-62,159,-10,0,99,30.99,32.07
"3D660C","815E",-51,-62,162,-10,0,99,31.01,32.04
"3D660C","815E",-51,-62,169,-10,0,99,30.96,31.99
"3D660C","815E",-51,-62,167,-10,0,99,31.03,32.10
"3D660C","815E",-51,-62,167,-10,0,99,31.00,32.07
"3D660C","815E",-51,-62,164,-10,0,99,30.90,32.10
"3D660C","815E",-51,-62,162,-10,0,99,30.89,32.05
"3D660C","815E",-51,-61,164,-10,0,99,30.77,32.13
"3D660C","815E",-51,-61,167,-10,0,99,30.55,32.19
"3D660C","815E",-51,-61,167,-10,0,99,30.43,32.48
"3D660C","815E",-51,-61,167,-10,0,99,30.40,32.79
"3D660C","815E",-51,-61,167,-10,0,99,30.46,32.91
"3D660C","815E",-51,-62,172,-10,0,99,30.52,32.98
"3D660C","815E",-51,-61,167,-10,0,99,30.43,32.89
"3D660C","815E",-51,-61,162,-10,0,99,30.35,32.67
"3D660C","815E",-51,-62,154,-10,0,99,30.32,32.72
"3D660C","815E",-51,-62,152,-10,0,99,30.27,32.77
"3D660C","815E",-51,-61,182,-9,0,99,30.24,32.74
"3D660C","815E",-51,-61,179,-9,0,99,30.21,32.79
"3D660C","815E",-51,-61,169,-10,0,99,30.20,33.01
"3D660C","815E",-51,-61,169,-10,0,99,30.15,33.02
"3D660C","815E",-51,-62,167,-10,0,99,30.08,33.02
"3D660C","815E",-51,-62,164,-10,0,99,30.06,33.09
"3D660C","815E",-51,-62,162,-10,0,99,30.14,33.24
"3D660C","815E",-51,-62,159,-10,0,99,30.12,33.21
"3D660C","815E",-51,-62,159,-10,0,99,30.15,33.11
"3D660C","815E",-51,-62,172,-9,0,99,30.22,33.10
"3D660C","815E",-51,-62,177,-10,0,99,30.20,33.02
"3D660C","815E",-51,-62,179,-10,0,99,30.21,33.10
"3D660C","815E",-51,-62,172,-9,0,99,30.24,33.20
"3D660C","815E",-51,-62,179,-10,0,99,30.26,33.28
"3D660C","815E",-51,-62,184,-10,0,99,30.26,33.20
"3D660C","815E",-51,-62,179,-9,0,99,30.25,33.17
"3D660C","815E",-51,-62,179,-9,0,99,30.19,33.13
"3D660C","815E",-51,-62,182,-10,0,99,30.26,33.20
"3D660C","815E",-51,-62,177,-10,0,99,30.33,33.16
"3D660C","815E",-51,-62,179,-10,0,99,30.34,32.99
"3D660C","815E",-51,-62,175,-10,0,99,30.34,32.99
"3D660C","815E",-51,-62,187,-9,0,99,30.40,32.97
"3D660C","815E",-51,-62,189,-10,0,99,30.47,32.90
"3D660C","815E",-51,-62,184,-10,0,99,30.47,32.84
"3D660C","815E",-51,-62,169,-10,0,99,30.34,32.77
"3D660C","815E",-51,-63,162,-10,0,99,30.36,32.90
"3D660C","815E",-51,-62,157,-11,0,99,30.40,32.88
"3D660C","815E",-51,-62,152,-11,0,99,30.43,32.78
"3D660C","815E",-51,-62,164,-11,0,99,30.49,32.87
"3D660C","815E",-51,-63,162,-11,0,99,30.54,32.90
"3D660C","815E",-51,-63,164,-11,0,99,30.52,32.88
"3D660C","815E",-51,-63,162,-11,0,99,30.51,32.85
"3D660C","815E",-51,-62,164,-11,0,99,30.54,32.98
"3D660C","815E",-51,-62,162,-11,0,99,30.62,33.00
"3D660C","815E",-49,-60,164,-11,0,99,30.43,32.85
"3D660C","815E",-51,-60,167,-11,0,99,30.43,32.81
"3D660C","815E",-53,-61,167,-11,0,99,30.44,32.86
"3D660C","815E",-53,-61,167,-11,0,99,30.50,32.89
"3D660C","815E",-53,-61,167,-11,0,99,30.56,32.98
"3D660C","815E",-53,-63,164,-11,0,99,30.47,32.91
"3D660C","815E",-49,-62,159,-10,0,99,30.56,32.99
"3D660C","815E",-52,-62,159,-10,0,99,30.61,32.78
"3D660C","815E",-52,-62,159,-10,0,99,30.58,32.70
"3D660C","815E",-52,-62,162,-10,0,99,30.59,32.66
"3D660C","815E",-52,-62,167,-10,0,99,30.65,32.59
"3D660C","815E",-52,-62,167,-10,0,99,30.65,32.56
"3D660C","815E",-52,-62,167,-10,0,99,30.68,32.44
"3D660C","815E",-52,-62,162,-10,0,99,30.71,32.46
"3D660C","815E",-52,-62,159,-10,0,99,30.72,32.32
"3D660C","815E",-52,-63,152,-11,0,99,30.67,32.27
"3D660C","815E",-57,-62,179,-8,0,99,30.50,32.33
"3D660C","815E",-52,-62,182,-8,0,99,30.38,32.44
"3D660C","815E",-52,-62,184,-8,0,99,30.33,32.62
"3D660C","815E",-52,-63,167,-11,0,99,30.32,32.70
"3D660C","815E",-52,-63,167,-11,0,99,30.36,32.76
"3D660C","815E",-52,-63,167,-11,0,99,30.37,32.69
"3D660C","815E",-52,-62,162,-11,0,99,30.38,32.65
"3D660C","815E",-52,-62,159,-11,0,99,30.31,32.63
"3D660C","815E",-52,-63,157,-11,0,99,30.33,32.64
"3D660C","815E",-52,-63,157,-11,0,99,30.34,32.66
