Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
"3D660C","815E",-51,-65,169,-10,0,99,51.93,17.32
"3D660C","815E",-55,-66,175,-10,0,99,52.01,17.26
"3D660C","815E",-55,-66,179,-10,0,99,52.08,17.43
"3D660C","815E",-55,-66,182,-10,0,99,52.40,17.27
"3D660C","815E",-55,-65,177,-10,0,99,52.54,17.19
"3D660C","815E",-55,-65,175,-11,0,99,52.76,17.05
"3D660C","815E",-55,-65,167,-11,0,99,53.30,16.96
"3D660C","815E",-55,-65,159,-11,0,99,53.84,16.89
"3D660C","815E",-55,-66,154,-11,0,99,53.98,16.69
"3D660C","815E",-53,-65,167,-11,0,99,54.13,16.73
"3D660C","815E",-55,-65,172,-10,0,99,54.48,16.65
"3D660C","815E",-55,-65,172,-10,0,99,54.20,16.72
"3D660C","815E",-53,-65,169,-10,0,99,53.43,16.88
"3D660C","815E",-53,-65,167,-11,0,99,53.20,17.08
"3D660C","815E",-56,-65,164,-10,0,99,53.19,17.14
"3D660C","815E",-54,-65,167,-10,0,99,53.86,16.94
"3D660C","815E",-51,-64,167,-10,0,99,53.63,16.84
"3D660C","815E",-57,-64,164,-10,0,99,53.54,17.15
"3D660C","815E",-50,-62,172,-10,0,99,53.05,17.16
"3D660C","815E",-53,-62,172,-10,0,99,53.02,17.16
"3D660C","815E",-55,-62,167,-10,0,99,52.97,17.08
"3D660C","815E",-60,-64,164,-10,0,99,52.90,17.09
"3D660C","815E",-58,-67,152,-10,0,99,52.73,17.00
"3D660C","815E",-56,-66,154,-10,0,99,52.57,17.03
"3D660C","815E",-56,-66,152,-10,0,99,52.32,17.14
"3D660C","815E",-56,-66,152,-10,0,99,52.17,17.12
"3D660C","815E",-56,-67,154,-10,0,99,51.76,17.11
"3D660C","815E",-56,-67,152,-10,0,99,51.58,17.17
"3D660C","815E",-58,-67,154,-10,0,99,51.78,17.32
"3D660C","815E",-58,-67,152,-10,0,99,51.98,17.26
"3D660C","815E",-58,-67,152,-10,0,99,52.13,17.13
"3D660C","815E",-55,-67,159,-9,0,99,52.01,17.07
"3D660C","815E",-57,-67,159,-9,0,99,52.20,17.10
"3D660C","815E",-57,-67,152,-10,0,99,52.16,17.08
"3D660C","815E",-55,-67,175,-10,0,99,52.43,17.00
"3D660C","815E",-55,-67,177,-10,0,99,52.74,16.97
"3D660C","815E",-55,-67,172,-10,0,99,52.63,16.89
"3D660C","815E",-57,-67,144,-9,0,99,52.59,16.86
"3D660C","815E",-57,-67,175,-9,0,99,52.90,16.82
"3D660C","815E",-54,-66,177,-10,0,99,52.84,16.81
"3D660C","815E",-54,-66,164,-10,0,99,52.14,16.89
"3D660C","815E",-56,-66,164,-11,0,99,51.93,17.06
"3D660C","815E",-56,-66,167,-11,0,99,51.50,17.18
