Cell ID, TAC, RSSI, RSRP, SINR, RSRQ, CE, BER, Temp, Hum
"3D660C","815E",-50,-61,172,-11,0,99,27.43,36.42
"3D660C","815E",-50,-60,175,-10,0,99,27.52,36.39
"3D660C","815E",-50,-60,175,-10,0,99,27.38,36.46
"3D660C","815E",-50,-61,162,-11,0,99,27.41,36.51
"3D660C","815E",-50,-60,159,-11,0,99,27.49,36.64
"3D660C","815E",-50,-60,159,-11,0,99,27.54,36.72
"3D660C","815E",-50,-60,159,-11,0,99,27.58,36.82
"3D660C","815E",-50,-60,167,-11,0,99,27.57,36.90
"3D660C","815E",-48,-60,175,-11,0,99,27.52,36.49
"3D660C","815E",-48,-60,175,-11,0,99,27.40,36.27
"3D660C","815E",-50,-60,172,-11,0,99,27.35,36.28
"3D660C","815E",-50,-60,172,-11,0,99,27.34,36.51
"3D660C","815E",-50,-60,169,-10,0,99,27.20,36.58
"3D660C","815E",-50,-61,177,-10,0,99,27.22,36.67
"3D660C","815E",-52,-61,175,-10,0,99,27.27,36.83
"3D660C","815E",-50,-61,172,-10,0,99,27.24,36.89
"3D660C","815E",-49,-61,169,-11,0,99,27.20,37.00
"3D660C","815E",-49,-60,175,-11,0,99,27.13,37.03
"3D660C","815E",-52,-60,172,-11,0,99,27.09,37.04
"3D660C","815E",-48,-60,167,-11,0,99,27.10,37.18
"3D660C","815E",-51,-61,162,-11,0,99,27.06,37.30
"3D660C","815E",-51,-61,162,-11,0,99,26.98,37.29
"3D660C","815E",-53,-63,162,-11,0,99,26.96,37.33
"3D660C","815E",-51,-63,164,-11,0,99,27.03,37.40
"3D660C","815E",-51,-63,169,-10,0,99,27.06,37.41
"3D660C","815E",-51,-62,172,-10,0,99,27.07,37.47
"3D660C","815E",-51,-62,172,-10,0,99,27.12,37.47
"3D660C","815E",-51,-62,162,-11,0,99,27.17,37.49
"3D660C","815E",-51,-62,162,-11,0,99,27.17,37.47
"3D660C","815E",-51,-62,164,-11,0,99,27.22,37.45
"3D660C","815E",-51,-62,167,-10,0,99,27.30,37.30
"3D660C","815E",-51,-62,169,-10,0,99,27.31,37.18
"3D660C","815E",-51,-62,172,-10,0,99,27.33,37.04
"3D660C","815E",-51,-62,169,-10,0,99,27.33,36.98
"3D660C","815E",-51,-62,167,-10,0,99,27.36,37.01
"3D660C","815E",-51,-62,167,-10,0,99,27.38,36.91
"3D660C","815E",-51,-62,164,-10,0,99,27.42,36.74
"3D660C","815E",-51,-62,162,-11,0,99,27.41,36.84
"3D660C","815E",-51,-62,164,-11,0,99,27.48,36.94
"3D660C","815E",-53,-64,164,-11,0,99,27.44,36.84
"3D660C","815E",-51,-62,164,-11,0,99,27.49,36.86
"3D660C","815E",-49,-63,164,-11,0,99,27.51,37.13
"3D660C","815E",-49,-61,162,-11,0,99,27.50,37.32
"3D660C","815E",-53,-61,159,-11,0,99,27.48,37.24
"3D660C","815E",-50,-61,157,-11,0,99,27.54,37.25
"3D660C","815E",-50,-61,154,-11,0,99,27.48,37.10
"3D660C","815E",-52,-62,152,-11,0,99,27.45,37.03
"3D660C","815E",-52,-63,157,-10,0,99,27.45,37.10
"3D660C","815E",-50,-63,162,-10,0,99,27.44,37.09
"3D660C","815E",-52,-63,164,-10,0,99,27.48,37.08
"3D660C","815E",-52,-63,164,-10,0,99,27.51,37.03
"3D660C","815E",-48,-62,164,-11,0,99,27.54,36.97
"3D660C","815E",-48,-60,164,-11,0,99,27.50,36.95
"3D660C","815E",-48,-60,169,-11,0,99,27.41,37.17
"3D660C","815E",-50,-60,172,-11,0,99,27.44,37.48
"3D660C","815E",-50,-60,172,-11,0,99,27.35,37.05
"3D660C","815E",-48,-60,172,-11,0,99,27.32,36.86
"3D660C","815E",-50,-60,175,-11,0,99,27.21,36.97
"3D660C","815E",-50,-60,177,-10,0,99,27.17,37.14
"3D660C","815E",-50,-60,172,-10,0,99,27.04,37.32
"3D660C","815E",-50,-60,169,-11,0,99,27.00,37.46
"3D660C","815E",-48,-60,169,-11,0,99,26.86,37.44
"3D660C","815E",-48,-60,164,-11,0,99,26.88,37.60
"3D660C","815E",-48,-60,159,-11,0,99,26.88,37.66
"3D660C","815E",-48,-60,159,-11,0,99,26.81,37.54
"3D660C","815E",-48,-60,159,-11,0,99,26.73,37.69
"3D660C","815E",-48,-59,162,-11,0,99,26.67,37.76
"3D660C","815E",-48,-60,175,-11,0,99,26.71,37.91
"3D660C","815E",-48,-60,175,-11,0,99,26.71,37.96
"3D660C","815E",-48,-60,177,-11,0,99,26.64,37.96
"3D660C","815E",-48,-60,177,-11,0,99,26.60,38.00
"3D660C","815E",-48,-60,177,-11,0,99,26.55,38.17
"3D660C","815E",-50,-60,169,-11,0,99,26.54,38.32
"3D660C","815E",-48,-59,175,-10,0,99,26.54,38.37
"3D660C","815E",-48,-59,179,-10,0,99,26.52,38.54
"3D660C","815E",-50,-59,179,-10,0,99,26.45,38.47
"3D660C","815E",-48,-59,177,-10,0,99,26.41,38.40
"3D660C","815E",-48,-59,182,-10,0,99,26.46,38.46
"3D660C","815E",-48,-59,184,-10,0,99,26.46,38.46
"3D660C","815E",-50,-59,179,-10,0,99,26.47,38.41
"3D660C","815E",-48,-60,182,-11,0,99,26.41,38.27
"3D660C","815E",-48,-59,189,-10,0,99,26.38,38.31
"3D660C","815E",-50,-59,187,-10,0,99,26.32,38.29
"3D660C","815E",-48,-59,187,-10,0,99,26.32,38.34
"3D660C","815E",-48,-60,189,-10,0,99,26.26,38.24
"3D660C","815E",-48,-60,189,-10,0,99,26.12,38.31
"3D660C","815E",-50,-59,179,-10,0,99,26.01,38.35
"3D660C","815E",-50,-59,172,-10,0,99,25.90,38.50
"3D660C","815E",-48,-59,169,-10,0,99,25.85,38.73
"3D660C","815E",-48,-59,169,-10,0,99,25.79,38.86
"3D660C","815E",-48,-60,172,-10,0,99,25.76,39.24
"3D660C","815E",-48,-59,167,-10,0,99,25.77,39.61
"3D660C","815E",-48,-59,162,-10,0,99,25.74,39.70
"3D660C","815E",-48,-59,162,-10,0,99,25.67,39.55
"3D660C","815E",-48,-59,162,-10,0,99,25.69,39.58
"3D660C","815E",-48,-59,162,-10,0,99,25.71,39.63
"3D660C","815E",-48,-59,162,-10,0,99,25.73,39.76
"3D660C","815E",-48,-59,159,-10,0,99,25.72,39.66
"3D660C","815E",-48,-60,157,-11,0,99,25.68,39.58
"3D660C","815E",-48,-60,157,-11,0,99,25.74,39.47
"3D660C","815E",-50,-60,157,-11,0,99,25.73,39.44
